name,calories,fat,carb,fiber,protein,sodium
Iced Skinny Cinnamon Dolce Latte,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Iced Skinny Mocha,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Iced Vanilla Latte,190.0,4.0,30.0,0.0,7.0,100.0
Iced White Chocolate Mocha,300.0,8.0,47.0,0.0,10.0,190.0
Latte Macchiato,190.0,7.0,19.0,0.0,12.0,160.0
Latte Macchiato,190.0,7.0,19.0,0.0,12.0,160.0
Skinny Mocha,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Starbucks Doubleshot® on Ice Beverage,45.0,1.0,5.0,0.0,3.0,40.0
Vanilla Latte,250.0,6.0,37.0,0.0,12.0,150.0
White Chocolate Mocha,360.0,11.0,53.0,0.0,14.0,240.0
Caffè Vanilla Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Caffè Vanilla Light Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Caramel Cocoa Cluster Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Caramel Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Caramel Light Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Chai Crème Frappuccino® Blended Crème,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Cinnamon Dolce Frappuccino® Blended Coffee,350.0,4.5,64.0,0.0,15.0,0.0
Cinnamon Dolce Light Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Cinnamon Roll Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Coffee Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Coffee Light Frappuccino® Blended Coffee,110.0,0.0,24.0,0.0,3.0,200.0
Cupcake Crème Frappuccino® Blended Crème,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Green Tea Crème Frappuccino® Blended Crème,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Java Chip Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Java Chip Light Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Lemon Bar Crème Frappuccino® Blended Crème,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Midnight Mint Mocha Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Midnight Mint Mocha Frappuccino® Blended Crème,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Mocha Frappuccino® Blended Coffee,280.0,2.5,60.0,2.0,4.0,220.0
Mocha Light Frappuccino® Blended Coffee,140.0,0.5,28.0,1.0,4.0,180.0
Oprah Cinnamon Chai Crème Frappuccino® Blended Crème,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Red Velvet Cake Crème Frappuccino® Blended Crème,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
S'mores Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
S'mores Frappuccino® Blended Crème,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Strawberries & Crème Frappuccino® Blended Crème,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
The Pokémon™ GO Frappuccino® Blended Beverage,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Vanilla Bean Crème Frappuccino® Blended Crème,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
White Chocolate Mocha Frappuccino® Blended Coffee,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Cinnamon Dolce Crème,200.0,6.0,28.0,0.0,10.0,135.0
Organic Chocolate Milk Box,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Steamed Apple Juice,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Vanilla Crème,200.0,6.0,28.0,0.0,10.0,135.0
Chocolate Smoothie,320.0,5.0,53.0,8.0,20.0,170.0
Strawberry Smoothie,300.0,2.0,60.0,7.0,16.0,130.0
Ginger Ale,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Lemon Ale,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
Orange Cream Soda,135.16304347826087,2.3369565217391304,24.73913043478261,0.4456521739130434,4.152173913043479,57.93478260869565
